Quote ID,Property ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status
27792,5478,Roof Repair,1632.16,2023-12-20,Christopherborough,6 days,2025-01-04,Converted
27793,43377,Electrical Work,4155.39,2024-04-15,Nguyenmouth,1 days,2025-04-24,Pending
27794,10477,Interior Painting,3232.87,2024-07-15,Gonzalezmouth,5 days,2025-06-01,Pending
27795,20426,Electrical Work,3340.83,2024-06-10,Whitefort,5 days,2025-03-02,Converted
27796,31399,Interior Painting,3503.7,2024-03-06,East Gary,2 days,2025-07-30,Expired
27797,49465,Roof Repair,1079.99,2023-11-17,East Jasmine,5 days,2025-08-18,Closed
27798,48624,Plumbing,4004.23,2023-12-19,Jenniferfurt,6 days,2025-07-11,Closed
27799,45247,Plumbing,2484.94,2024-03-17,Lake Ambershire,5 days,2025-01-29,Pending
27800,31492,Roof Repair,4516.7,2024-02-14,South Sierra,2 days,2025-05-21,Closed
27801,4187,HVAC Installation,4476.79,2024-09-06,East Johnside,4 days,2025-06-03,Converted
27802,17334,Plumbing,2982.13,2024-08-16,Lake John,6 days,2025-05-15,Pending
27803,31705,Electrical Work,1550.07,2024-02-22,Catherineport,2 days,2025-02-27,Pending
27804,19349,HVAC Installation,4318.24,2024-02-29,Shahside,4 days,2025-04-18,Expired
27805,5465,HVAC Installation,4436.09,2024-04-29,Eatonside,4 days,2025-07-27,Pending
27806,21724,Interior Painting,3645.61,2023-11-06,West Michael,2 days,2024-11-28,Closed
27807,2110,Roof Repair,2676.97,2024-02-14,Lake Allisonburgh,7 days,2025-01-06,Pending
27808,25325,Interior Painting,3820.77,2024-06-13,Jefferyburgh,5 days,2025-06-08,Pending
27809,28293,Interior Painting,737.31,2023-10-09,Kaneberg,4 days,2025-06-03,Converted
27810,47585,Roof Repair,3073.36,2024-01-19,East Kylefurt,1 days,2025-02-27,Expired
27811,12381,Roof Repair,2853.09,2023-10-15,West Lauraburgh,2 days,2025-08-19,Closed
27812,17775,HVAC Installation,3690.04,2023-12-21,Elizabethville,2 days,2025-05-10,Expired
27813,12992,HVAC Installation,3693.17,2024-08-17,Lake Tiffanyport,5 days,2025-03-17,Pending
27814,2550,HVAC Installation,4273.25,2023-12-17,South Bobbyville,5 days,2025-04-27,Closed
27815,32646,Roof Repair,1661.51,2024-01-21,Michaelmouth,4 days,2025-08-04,Converted
27816,14784,Electrical Work,1776.45,2024-02-07,East Elizabeth,4 days,2024-10-28,Closed
27817,35171,Roof Repair,4582.0,2024-02-08,Campbellton,4 days,2024-10-21,Expired
27818,2698,Plumbing,4543.89,2024-01-30,Jamesstad,6 days,2025-09-06,Expired
27819,10141,Electrical Work,1291.86,2024-06-26,South Ryantown,7 days,2025-05-31,Closed
27820,21518,Electrical Work,4017.86,2024-02-24,New Anthony,5 days,2025-02-21,Converted
27821,27706,Plumbing,4170.86,2024-05-16,New Susan,1 days,2025-07-24,Expired
27822,43548,Plumbing,4369.91,2024-01-28,Port Bradleychester,1 days,2025-05-19,Expired
27823,48407,Roof Repair,4363.28,2024-08-22,West Samuelborough,6 days,2025-03-01,Pending
27824,12779,Interior Painting,916.67,2023-11-29,Port Nicholas,5 days,2025-03-07,Closed
27825,31643,Plumbing,878.17,2024-01-06,Jacksonside,7 days,2024-09-24,Expired
27826,20712,HVAC Installation,1982.26,2023-09-22,North Sarah,7 days,2025-05-13,Expired
27827,4639,Interior Painting,4023.7,2023-12-18,Anthonyborough,3 days,2025-02-27,Pending
27828,35210,Plumbing,2943.85,2024-01-11,North Kristina,4 days,2025-01-05,Expired
27829,35422,Interior Painting,1834.3,2024-06-04,Thomasborough,3 days,2025-01-29,Converted
27830,48512,Roof Repair,2040.04,2024-05-10,Grayview,5 days,2025-05-16,Closed
27831,24920,HVAC Installation,1914.43,2024-06-20,Valdezbury,4 days,2025-04-16,Pending
27832,8719,Electrical Work,3570.29,2024-07-15,South Amanda,4 days,2025-08-06,Closed
27833,16592,Plumbing,3700.93,2024-04-25,Colemanstad,5 days,2025-06-01,Pending
27834,3828,HVAC Installation,958.97,2023-09-30,Amandastad,4 days,2024-11-13,Expired
27835,22230,Electrical Work,966.1,2024-02-15,West Alison,2 days,2024-12-08,Expired
27836,38062,Interior Painting,4048.85,2024-09-13,Lake Anita,4 days,2025-01-07,Closed
27837,14593,Roof Repair,4935.4,2024-03-19,North Brianton,6 days,2025-02-11,Converted
27838,31161,Electrical Work,1038.48,2024-03-09,Kingfurt,3 days,2025-08-20,Expired
27839,38114,Electrical Work,2862.5,2024-01-03,Shawnhaven,4 days,2024-12-07,Closed
27840,30432,Electrical Work,2564.62,2024-02-24,Scotthaven,5 days,2024-11-03,Converted
27841,7440,Interior Painting,1391.68,2023-09-25,Palmerhaven,5 days,2025-04-26,Closed
27842,31245,Interior Painting,4437.89,2024-07-25,South Sandra,2 days,2024-10-05,Converted
27843,49108,Plumbing,4787.2,2023-12-19,North Danielle,3 days,2025-08-31,Expired
27844,10377,Plumbing,2931.54,2024-04-01,Cunninghamburgh,4 days,2024-11-23,Pending
27845,43769,HVAC Installation,3306.48,2024-05-10,Lunaberg,7 days,2025-07-28,Converted
27846,30059,HVAC Installation,1663.01,2024-06-25,Shanetown,2 days,2024-10-05,Pending
27847,31045,Interior Painting,3249.13,2024-05-11,North Nicholashaven,1 days,2025-05-25,Expired
27848,37350,Interior Painting,1519.84,2024-05-30,Jessehaven,7 days,2025-02-02,Closed
27849,1186,Plumbing,975.41,2023-10-27,Hahnview,2 days,2025-09-09,Expired
27850,5682,HVAC Installation,567.43,2024-03-14,West Melissashire,2 days,2024-11-19,Converted
27851,44780,HVAC Installation,3466.46,2024-01-18,Masonview,7 days,2024-10-03,Expired
27852,2318,Interior Painting,733.91,2024-03-18,Wilsonview,7 days,2025-08-03,Converted
27853,48679,Plumbing,641.55,2023-10-10,South William,3 days,2025-05-28,Expired
27854,43163,Plumbing,1992.69,2023-12-28,Hinesburgh,6 days,2024-11-11,Converted
27855,32218,Roof Repair,3782.04,2023-10-24,Jamesmouth,4 days,2025-07-19,Converted
27856,49029,Roof Repair,911.52,2024-01-24,Williamshire,2 days,2024-11-09,Expired
27857,43513,Interior Painting,4495.12,2024-07-25,Lake Joseph,4 days,2024-12-31,Closed
27858,28803,Plumbing,3035.72,2023-12-27,Kathleenton,5 days,2025-05-01,Expired
27859,32196,Electrical Work,2213.09,2024-04-12,New Ryan,4 days,2025-02-25,Expired
27860,21040,Interior Painting,3325.29,2024-07-24,East Tracy,4 days,2025-07-22,Closed
27861,20410,HVAC Installation,1580.84,2023-12-20,New Anthony,5 days,2025-04-09,Expired
27862,44776,Plumbing,680.85,2024-08-02,Geraldport,2 days,2025-04-09,Converted
27863,34361,Electrical Work,1266.57,2024-06-05,West Kathryn,6 days,2025-07-21,Closed
27864,1511,Electrical Work,4667.81,2023-10-27,Port Chelsea,4 days,2025-07-06,Expired
27865,16978,Interior Painting,1202.14,2024-05-23,Henryberg,1 days,2025-05-24,Expired
27866,48537,Interior Painting,3451.27,2023-10-22,Port Mark,2 days,2025-05-20,Closed
27867,35332,Plumbing,1704.91,2024-03-04,Stephensonfort,7 days,2025-06-16,Expired
27868,17845,Electrical Work,2778.02,2024-06-22,West Gregorystad,1 days,2025-06-09,Closed
27869,2196,HVAC Installation,3028.58,2024-06-20,Edwardstad,7 days,2024-11-05,Pending
27870,18875,Plumbing,3413.98,2023-12-26,Daughertyside,4 days,2025-07-03,Expired
27871,23898,Electrical Work,3010.42,2023-11-12,South Antoniomouth,6 days,2025-02-07,Expired
27872,29534,Roof Repair,3878.46,2024-07-23,Lake Christinaland,6 days,2024-11-26,Closed
27873,4706,Plumbing,3189.16,2024-06-22,Larashire,2 days,2024-10-17,Expired
27874,34267,Interior Painting,2575.22,2024-05-31,Georgeland,2 days,2025-02-25,Expired
27875,49805,HVAC Installation,3567.15,2024-08-09,South Frederick,1 days,2025-02-20,Converted
27876,31645,Roof Repair,4112.49,2024-08-13,Johnsonside,7 days,2024-10-29,Converted
27877,35064,Plumbing,3175.39,2023-09-27,Benjamintown,3 days,2024-12-16,Closed
27878,35364,Plumbing,1798.26,2024-06-13,Jamesborough,7 days,2025-07-09,Converted
27879,8271,Plumbing,2645.56,2024-06-01,Brownstad,3 days,2024-12-06,Pending
27880,32184,Plumbing,3920.2,2023-11-14,East Ianview,5 days,2025-05-02,Closed
27881,17968,Interior Painting,2480.29,2024-06-25,Emilychester,6 days,2024-10-12,Expired
27882,26010,Roof Repair,2008.8,2024-02-10,Reedhaven,5 days,2025-05-21,Expired
27883,23151,HVAC Installation,4533.88,2023-11-10,Scottview,2 days,2025-09-10,Expired
27884,5809,Plumbing,1068.74,2024-06-25,East Wendyborough,4 days,2025-08-13,Pending
27885,6806,Roof Repair,2547.2,2023-10-14,Murphyview,2 days,2025-03-31,Closed
27886,24401,Interior Painting,1301.69,2024-06-10,Lake Morgan,1 days,2025-07-02,Pending
27887,44467,Interior Painting,769.32,2024-06-13,Guerrastad,4 days,2025-01-09,Converted
27888,21581,HVAC Installation,3156.19,2024-04-24,Port Jasonchester,3 days,2024-12-27,Converted
27889,2938,Plumbing,928.71,2024-03-21,Lake Abigailmouth,7 days,2025-03-21,Expired
27890,2767,Interior Painting,4477.73,2024-01-02,Lake Richard,5 days,2025-02-17,Converted
27891,43767,Roof Repair,827.12,2024-06-22,Brandonland,7 days,2025-04-16,Converted
27892,37121,Electrical Work,1402.18,2024-08-17,Port Richard,6 days,2025-07-24,Pending
27893,21553,Electrical Work,956.48,2024-07-09,Lopezfurt,6 days,2025-01-14,Expired
27894,47355,Roof Repair,4208.73,2024-01-19,Michellestad,3 days,2025-04-09,Closed
27895,48186,Electrical Work,801.54,2023-10-22,West Lauraside,1 days,2025-07-16,Pending
27896,30877,Plumbing,613.52,2023-10-08,Port Johntown,1 days,2025-07-02,Converted
27897,17458,Electrical Work,4911.94,2023-10-09,East Mindy,4 days,2025-07-29,Expired
27898,21349,Interior Painting,2880.77,2024-09-06,Melissaport,4 days,2024-11-25,Pending
27899,15515,Electrical Work,2021.2,2023-11-13,Williamburgh,1 days,2025-06-18,Converted
27900,29623,Interior Painting,4067.0,2024-02-02,Leehaven,5 days,2025-08-31,Converted
27901,26623,HVAC Installation,2939.45,2023-12-13,Donovanville,3 days,2024-12-24,Closed
27902,5324,Roof Repair,2978.56,2023-10-13,Bradleymouth,6 days,2025-01-07,Closed
27903,24802,HVAC Installation,1827.95,2023-11-04,East Michelemouth,3 days,2025-08-02,Closed
27904,30437,Plumbing,4292.34,2023-12-07,Port Pamela,4 days,2025-03-04,Closed
27905,30979,HVAC Installation,2262.72,2024-05-28,Lake William,3 days,2024-09-17,Expired
27906,471,Interior Painting,3993.31,2023-12-26,Kennethmouth,1 days,2025-02-21,Expired
27907,48513,Plumbing,1034.94,2024-02-07,Diazville,1 days,2024-10-16,Closed
27908,8410,HVAC Installation,737.71,2023-10-22,Lake Curtis,7 days,2025-08-10,Converted
27909,17828,Roof Repair,3761.44,2024-03-19,Jonestown,1 days,2025-02-07,Closed
27910,45990,Interior Painting,4354.84,2024-07-02,North Donna,3 days,2025-05-21,Expired
27911,43423,Electrical Work,2217.65,2024-02-10,East Warrentown,3 days,2025-03-17,Pending
27912,36455,Roof Repair,3202.32,2023-10-19,Brittanymouth,1 days,2024-12-26,Pending
27913,43341,Electrical Work,3992.11,2023-11-20,Judithburgh,5 days,2025-02-25,Converted
27914,32080,Interior Painting,3617.5,2024-05-12,South Jefftown,2 days,2025-01-03,Converted
27915,37306,HVAC Installation,4996.57,2024-05-19,Frederickfort,4 days,2025-05-13,Closed
27916,7985,Plumbing,841.74,2024-02-26,Port Bruce,3 days,2025-04-14,Pending
27917,49554,Electrical Work,4000.94,2024-03-17,East Tina,3 days,2025-07-02,Converted
27918,35454,Interior Painting,1047.39,2023-11-25,East Robert,1 days,2024-11-26,Pending
27919,6200,Roof Repair,1370.38,2024-06-30,South John,7 days,2025-01-04,Converted
27920,419,HVAC Installation,2533.15,2024-01-21,East Andre,6 days,2025-03-29,Pending
27921,16915,Electrical Work,4210.48,2024-09-01,Lake Jonathan,2 days,2025-05-18,Converted
27922,19212,Roof Repair,2996.22,2023-09-16,Davismouth,7 days,2025-07-13,Expired
27923,39430,Roof Repair,3315.62,2023-11-26,North Jessicaview,2 days,2024-12-31,Expired
27924,15799,HVAC Installation,2246.32,2024-09-03,Richardbury,7 days,2024-12-19,Closed
27925,17331,HVAC Installation,3920.04,2023-09-19,West Daniel,4 days,2024-12-20,Converted
27926,31160,Roof Repair,3393.76,2024-03-08,New Donaldchester,4 days,2025-01-09,Pending
27927,27453,Interior Painting,4316.66,2024-02-24,Warnerfurt,3 days,2025-07-01,Closed
27928,45114,Plumbing,1545.36,2023-11-27,Harrisfurt,2 days,2025-03-14,Expired
27929,13500,Roof Repair,1620.14,2023-10-30,East Nancy,1 days,2025-02-06,Pending
27930,40438,HVAC Installation,1023.43,2024-06-04,Port Nicoleland,6 days,2025-07-15,Expired
27931,11112,Roof Repair,2679.89,2024-08-16,Denniston,3 days,2025-05-01,Converted
27932,25952,Plumbing,2017.92,2024-09-07,East Amybury,7 days,2025-08-20,Closed
27933,3865,Roof Repair,2755.52,2024-05-02,Morrisfurt,1 days,2025-07-07,Pending
27934,40098,HVAC Installation,4719.63,2024-09-04,Richardsville,4 days,2025-01-15,Expired
27935,12679,Interior Painting,552.09,2023-11-27,South Kenneth,5 days,2025-04-15,Expired
27936,22903,Plumbing,4067.05,2024-04-13,Hooverville,5 days,2025-05-25,Converted
27937,22471,Electrical Work,4286.46,2024-08-10,East Charles,7 days,2025-06-13,Expired
27938,13834,HVAC Installation,1425.29,2023-11-22,Carpentertown,7 days,2025-01-25,Expired
27939,3739,Roof Repair,1529.26,2024-03-31,Sheenaview,7 days,2025-06-04,Converted
27940,46236,Electrical Work,4226.35,2024-05-30,Stacyville,7 days,2024-12-04,Expired
27941,18044,Interior Painting,1776.13,2024-06-27,Lake Stacey,1 days,2025-05-23,Pending
27942,24632,Plumbing,3249.39,2024-07-20,Jasonton,5 days,2025-04-12,Expired
27943,44697,Roof Repair,3926.82,2023-11-15,Mayburgh,6 days,2024-12-28,Expired
27944,36874,Electrical Work,4734.73,2024-05-03,West Claireport,1 days,2025-02-26,Pending
27945,22782,Plumbing,826.57,2024-07-14,Jasmineburgh,1 days,2025-05-03,Closed
27946,22989,Plumbing,4641.84,2024-04-14,East Edward,7 days,2025-08-04,Expired
27947,4413,Interior Painting,1521.0,2024-07-12,New Kenneth,6 days,2025-05-31,Pending
27948,41794,Electrical Work,3737.06,2024-02-19,Brownhaven,5 days,2024-10-07,Pending
27949,5987,Roof Repair,685.04,2023-11-18,New Brianfort,2 days,2025-04-09,Converted
27950,24980,Plumbing,2163.99,2024-09-13,West Kathryn,1 days,2025-03-02,Converted
27951,41663,Roof Repair,1185.79,2024-06-21,Rodriguezton,5 days,2025-08-06,Expired
27952,1905,Roof Repair,2269.67,2024-05-04,Andrewsberg,2 days,2025-06-15,Closed
27953,25011,HVAC Installation,3315.99,2023-12-21,Danamouth,6 days,2024-10-30,Expired
27954,5977,Roof Repair,4656.65,2024-07-03,North Lisahaven,7 days,2024-11-03,Expired
27955,3290,HVAC Installation,2560.34,2024-08-24,North Breanna,2 days,2025-05-10,Pending
27956,11347,Plumbing,858.53,2024-04-14,Port Markton,1 days,2025-01-10,Pending
27957,34335,Plumbing,3532.0,2024-06-03,West Melindaburgh,2 days,2024-09-28,Expired
27958,2928,Interior Painting,774.62,2023-09-24,Judithside,7 days,2025-02-07,Expired
27959,37737,HVAC Installation,4015.25,2023-10-13,Lake Christina,1 days,2025-03-19,Expired
27960,4702,Electrical Work,1529.74,2024-01-20,New Jade,3 days,2025-05-10,Pending
27961,9164,Plumbing,3858.49,2024-07-23,Bethanyfurt,7 days,2024-11-24,Expired
27962,9582,Plumbing,4950.19,2023-12-05,West Robert,6 days,2025-03-02,Expired
27963,18067,Roof Repair,2907.85,2024-05-11,South Denisetown,4 days,2025-02-19,Expired
27964,7292,Interior Painting,4586.86,2024-05-07,North John,1 days,2025-05-29,Pending
27965,31157,HVAC Installation,3760.37,2023-11-20,South Sandra,1 days,2025-04-07,Converted
27966,46218,Electrical Work,4951.88,2024-05-16,South Jenniferberg,5 days,2024-12-04,Closed
27967,33277,Roof Repair,2000.82,2024-08-16,Vazquezton,5 days,2025-07-13,Expired
27968,39690,Electrical Work,4939.88,2023-09-25,Mcclurestad,7 days,2025-07-13,Converted
27969,29114,Interior Painting,3076.37,2023-09-19,Jameshaven,7 days,2025-06-29,Pending
27970,30606,Plumbing,1588.0,2023-09-22,Amandamouth,6 days,2025-02-13,Converted
27971,6546,HVAC Installation,3887.79,2023-09-24,Rasmussenton,5 days,2025-08-13,Closed
27972,47520,HVAC Installation,2402.46,2023-10-17,East Brenda,7 days,2025-09-15,Pending
27973,6321,HVAC Installation,966.44,2024-04-03,Kempborough,1 days,2025-04-05,Expired
27974,2460,Plumbing,1253.86,2024-03-29,New Matthew,4 days,2025-06-16,Pending
27975,6935,Roof Repair,4775.59,2023-12-12,North Kevin,6 days,2025-06-30,Expired
27976,13050,Plumbing,1616.17,2024-04-02,West Deborahton,7 days,2025-09-13,Closed
27977,8918,Roof Repair,1766.55,2024-05-30,Waynechester,6 days,2025-02-24,Converted
27978,44977,HVAC Installation,1327.32,2023-10-01,Robbinsside,3 days,2024-12-02,Closed
27979,2069,Plumbing,4620.68,2024-06-02,New Tanner,1 days,2025-01-16,Pending
27980,30542,Roof Repair,1103.8,2024-07-05,Port Roberthaven,6 days,2025-04-12,Pending
27981,12846,Plumbing,2572.77,2024-01-16,East David,5 days,2024-12-30,Pending
27982,15682,HVAC Installation,2218.29,2023-11-28,New Lydia,5 days,2024-11-07,Converted
27983,35820,Plumbing,1622.51,2024-05-24,Chavezside,4 days,2025-05-18,Converted
27984,36044,Roof Repair,1246.98,2024-01-10,Jenniferhaven,1 days,2024-12-15,Converted
27985,46302,Interior Painting,1708.13,2023-12-06,Port John,4 days,2024-12-09,Pending
27986,36701,Roof Repair,4946.92,2024-08-02,Port Michael,2 days,2025-07-20,Expired
27987,2086,HVAC Installation,869.87,2024-02-25,South Joseph,2 days,2025-03-26,Converted
27988,48544,Interior Painting,1848.32,2024-09-04,New Monique,4 days,2025-06-06,Closed
27989,3867,Electrical Work,1644.37,2023-10-08,Erikashire,2 days,2025-04-25,Expired
27990,20592,HVAC Installation,4327.29,2023-12-21,East Jose,2 days,2025-06-11,Pending
27991,24449,Roof Repair,736.7,2024-01-08,Smithtown,2 days,2025-02-07,Closed
27992,20,Interior Painting,1556.88,2023-12-03,Port Christyborough,1 days,2025-03-17,Pending
27993,40424,Interior Painting,2625.67,2024-04-17,Andrewbury,4 days,2025-04-23,Expired
27994,40125,Interior Painting,1726.06,2024-01-18,New Katelynbury,5 days,2025-08-02,Converted
27995,19383,Electrical Work,4882.53,2024-06-26,East Dana,4 days,2025-02-15,Closed
27996,29562,Electrical Work,2063.9,2024-07-21,Crystalstad,2 days,2025-07-19,Converted
27997,20541,Interior Painting,1242.09,2024-06-07,Jeanetteshire,1 days,2025-06-15,Expired
27998,24420,Roof Repair,4180.74,2024-06-08,North Angela,4 days,2025-04-16,Converted
27999,39007,Electrical Work,2142.83,2024-09-14,West Lorishire,2 days,2024-12-13,Closed
28000,9757,Electrical Work,2243.49,2024-02-27,New Angelastad,5 days,2024-10-31,Converted
28001,41473,Electrical Work,977.14,2024-08-12,Biancaville,6 days,2025-05-13,Pending
28002,33460,Plumbing,1576.56,2024-05-13,Martintown,6 days,2025-06-06,Converted
28003,28054,Roof Repair,1041.98,2024-03-19,Lake Keithside,7 days,2025-03-11,Converted
28004,14751,HVAC Installation,3640.95,2024-08-07,South Stephen,7 days,2025-04-20,Converted
28005,15512,Electrical Work,3081.46,2024-08-05,Stephensonchester,6 days,2024-10-09,Expired
28006,9739,Roof Repair,3783.6,2023-11-15,Lake Troyfort,5 days,2025-05-08,Pending
28007,4683,Electrical Work,3119.52,2023-10-13,Dorseyshire,4 days,2025-01-13,Closed
28008,37436,HVAC Installation,956.47,2024-01-05,South Melanie,3 days,2025-08-11,Pending
28009,39978,HVAC Installation,3629.16,2023-10-01,Pamelafurt,4 days,2025-01-18,Expired
28010,6480,HVAC Installation,1032.33,2024-01-11,East Benjamin,6 days,2025-03-24,Converted
28011,26193,Roof Repair,2329.09,2024-03-07,New Debraburgh,6 days,2025-01-17,Expired
28012,30235,Interior Painting,3405.09,2024-08-30,North Stacyberg,4 days,2025-09-07,Closed
28013,6926,Electrical Work,4820.64,2024-07-26,Matthewport,2 days,2025-04-08,Closed
28014,47895,Electrical Work,3440.9,2024-08-04,North Amanda,3 days,2024-12-19,Expired
28015,39996,Plumbing,2430.75,2023-09-26,New Mauriceburgh,3 days,2025-08-29,Expired
28016,31366,HVAC Installation,1576.16,2024-09-09,Christophermouth,2 days,2024-12-11,Pending
28017,25965,HVAC Installation,4320.59,2024-01-19,New Dominic,2 days,2025-07-05,Pending
28018,17669,HVAC Installation,4760.28,2024-03-06,New Kevinstad,1 days,2025-09-10,Converted
28019,36677,Roof Repair,2593.09,2023-11-18,West Jacob,5 days,2025-02-15,Closed
28020,16204,Plumbing,632.81,2024-02-09,Shannonmouth,3 days,2024-11-09,Pending
28021,14577,HVAC Installation,2120.57,2024-05-01,East Alexandria,1 days,2025-01-07,Expired
28022,35754,Interior Painting,1769.5,2024-01-18,Calebland,5 days,2025-03-02,Pending
28023,10344,Electrical Work,2680.38,2023-12-15,West Elizabethberg,3 days,2025-04-01,Converted
28024,758,Plumbing,3235.67,2023-10-01,Larryport,2 days,2025-02-23,Closed
28025,19250,Interior Painting,3633.75,2023-10-23,Beverlymouth,1 days,2025-04-26,Converted
28026,1094,Plumbing,3299.51,2024-08-10,Carlsonhaven,2 days,2024-11-01,Converted
28027,45701,Plumbing,2212.52,2024-09-13,Simmonsside,1 days,2025-08-06,Expired
28028,27859,Electrical Work,2573.27,2024-02-10,Millerland,3 days,2024-10-19,Converted
