Company ID,Company Name,Service Areas,Pricing Models,Competitor Pricing,Service Offerings,Client Feedback and Ratings
27364,Lloyd-Gibbs,East Larryton,Flat Rate,Higher,"Roofing, Renovation, Plumbing, Electrical",3.1
27365,Hobbs PLC,Grahamshire,Hourly Rate,Higher,"Roofing, Maintenance, Cleaning, Plumbing, Renovation",3.6
27366,"Escobar, Thompson and Taylor",Kevinside,Subscription,Lower,"Electrical, Painting, Maintenance, Renovation, Roofing",5.0
27367,Wright LLC,"Amandahaven, Natalieberg",Subscription,Higher,Painting,3.4
27368,Weber Inc,West Spencer,Subscription,Higher,"Cleaning, Roofing, Plumbing, Painting, Renovation",3.1
27369,Weeks-Mullins,Port Danielle,Subscription,Competitive,"Cleaning, Painting",3.4
27370,West Group,"West Ryanside, Kingchester",Subscription,Higher,"Renovation, Cleaning, Painting, Plumbing, Maintenance",3.7
27371,Woods PLC,"Amandamouth, North Samanthaport, Frenchside",Flat Rate,Competitive,"HVAC, Renovation, Maintenance, Cleaning",3.7
27372,Smith and Sons,"Fisherview, Fullerfort",Hourly Rate,Competitive,"Renovation, Roofing, Cleaning",3.0
27373,"Massey, Rios and Benitez","Kathleenmouth, East Alexandraside",Project-based,Lower,"Plumbing, Cleaning, Maintenance, Painting, Electrical",3.2
27374,Fischer Inc,"Rogersburgh, Coxfort, North Diane",Project-based,Lower,"Cleaning, HVAC, Painting",3.3
27375,Valenzuela-Adams,"New Nicholas, West Mary, Erinfurt",Hourly Rate,Competitive,"Roofing, Cleaning, Electrical, Maintenance",3.6
27376,Colon-Cooper,"South Cathymouth, North Amberburgh",Project-based,Higher,"Cleaning, Electrical",3.2
27377,"Casey, Carson and Freeman","Lake Andrew, Lake Brent",Hourly Rate,Lower,"Plumbing, Maintenance, Cleaning",3.6
27378,Morris-Hernandez,"Wardshire, New Jamie, Davidmouth",Hourly Rate,Competitive,"Electrical, Renovation, Painting",4.7
27379,Taylor LLC,"Josephfort, Martinmouth",Subscription,Lower,"HVAC, Cleaning, Renovation",4.2
27380,"Patterson, Coleman and Dixon",East Jenny,Project-based,Higher,Roofing,3.9
27381,"Patterson, Morgan and Sullivan","Lake Brian, West Bonnie, Paigebury",Subscription,Competitive,Plumbing,4.4
27382,Parker and Sons,"Martinezland, Danielchester",Hourly Rate,Lower,HVAC,3.1
27383,"Kerr, Scott and Smith","Lake Dennis, North Ryanville, Ericmouth",Subscription,Competitive,"Cleaning, Painting, Roofing",4.1
27384,Thompson PLC,"West Matthewmouth, Rhondaville, Lake Leslieton",Hourly Rate,Competitive,Renovation,4.9
27385,Mcbride LLC,"Myersland, South Richardport",Hourly Rate,Lower,"Painting, Electrical, HVAC, Roofing",3.9
27386,"Johnson, Thompson and Jackson","East Joel, Lake Joshuaview",Subscription,Lower,"Electrical, Renovation",3.6
27387,"Hood, Mcintosh and Baird","Lake Dannystad, Port Gregory",Hourly Rate,Lower,"Maintenance, HVAC, Plumbing, Painting",3.1
27388,"Scott, Guzman and Hubbard","Blakemouth, Lopezborough",Hourly Rate,Lower,"Maintenance, Renovation, Cleaning, Electrical, Painting",4.0
27389,"White, Glover and Ayers",Joneshaven,Flat Rate,Competitive,"Cleaning, Plumbing, Electrical",4.4
27390,Bruce-Collier,South Christina,Subscription,Higher,"Electrical, Cleaning, Plumbing",4.5
27391,"Klein, Pierce and Johnson","Gloriaview, Cannonmouth",Subscription,Higher,"Cleaning, Renovation, Maintenance",3.6
27392,"Green, Young and Arias",Paulborough,Project-based,Lower,"HVAC, Roofing, Electrical",5.0
27393,Dean Ltd,"Lake Ashley, Brownshire, Mccartychester",Hourly Rate,Lower,"Electrical, Maintenance, HVAC, Cleaning",3.7
27394,"Noble, Arnold and Robinson","North Wesleyland, East Ryan, North Sharon",Subscription,Competitive,"Roofing, Painting, Plumbing, Renovation, Electrical",4.1
27395,"Castillo, Lowe and Lee",West Georgeville,Hourly Rate,Higher,"Renovation, Roofing, Painting",3.8
27396,"Ward, Cross and Garcia",South Mark,Flat Rate,Higher,Electrical,3.1
27397,"Collins, Blair and Franco",Bishopborough,Subscription,Competitive,"HVAC, Renovation, Plumbing",4.7
27398,"Lewis, Flores and Hill","Longborough, Mccarthyborough, Sydneymouth",Hourly Rate,Lower,"Roofing, HVAC, Plumbing",4.4
27399,"Sullivan, Chang and Nielsen","Lake Dustinchester, South Annettefort, Port Coreyport",Flat Rate,Competitive,Plumbing,4.3
27400,Ford-Bean,"Brianbury, Kathrynport",Subscription,Higher,"Roofing, Painting, Cleaning, Electrical",3.4
27401,"Allen, Harris and Phillips","East Stephen, West Jeffreyhaven",Project-based,Competitive,"Maintenance, Plumbing, Roofing, Cleaning, HVAC",4.2
27402,Collins-Smith,Lake David,Hourly Rate,Competitive,"HVAC, Renovation, Painting, Cleaning",3.1
27403,"Porter, Ford and Carpenter",Port Philip,Flat Rate,Competitive,"Painting, HVAC, Plumbing, Roofing, Electrical",4.9
27404,Ramirez LLC,"Garciastad, Doughertyborough, East Geraldberg",Subscription,Competitive,Electrical,4.8
27405,Gardner Inc,"South Bryan, Ryanside",Hourly Rate,Lower,"HVAC, Electrical, Cleaning, Renovation, Plumbing",3.5
27406,"Todd, Benson and Howard","Lake Juliemouth, Brittneytown, West Andrewtown",Hourly Rate,Higher,"Maintenance, Renovation, Cleaning",4.7
27407,Fuentes-Krause,"North Patrick, Kaylafort, Elizabethfort",Flat Rate,Competitive,"Electrical, Renovation, Plumbing, Roofing",4.5
27408,"Carney, Humphrey and Keller",Hendersonberg,Project-based,Competitive,"Renovation, Roofing",3.7
27409,"Jones, Harrell and Burnett","Johnsonton, Lunashire, South Kelseyshire",Hourly Rate,Competitive,"Roofing, Electrical, Maintenance, Painting, HVAC",4.4
27410,"Sampson, Jackson and Andrade","Port Kevin, New Melissaberg",Project-based,Lower,"Maintenance, Cleaning, Painting, Renovation",4.1
27411,Walker-Page,"Tracyburgh, Stephaniestad",Flat Rate,Competitive,"HVAC, Maintenance, Roofing, Cleaning, Electrical",3.7
27412,"Franklin, Key and Wilson","Lake Lisashire, Lake Robert",Project-based,Higher,"Maintenance, Roofing, Cleaning",3.5
27413,Wolf-Hall,North Marcusport,Flat Rate,Lower,Cleaning,4.8
27414,"Brown, Perez and Winters",West Nicole,Project-based,Competitive,"HVAC, Electrical, Renovation, Maintenance",4.0
27415,"Davis, Jackson and Bell",Stoneview,Subscription,Higher,"Renovation, Maintenance, Painting, Electrical",4.1
27416,Harris-Kennedy,West Dawn,Flat Rate,Higher,"HVAC, Cleaning, Roofing, Painting",4.8
27417,Gordon-Haynes,Port Donald,Subscription,Lower,"HVAC, Roofing, Electrical",3.8
27418,Gray-Wright,"Tinafurt, New Andrew",Hourly Rate,Higher,"Renovation, Electrical, Painting, Maintenance, Cleaning",4.3
27419,Brown PLC,East Melissamouth,Flat Rate,Higher,"Electrical, Roofing, HVAC",3.1
27420,Soto-Moore,"Lake Chelseaborough, Port Michael, Port Meganmouth",Flat Rate,Higher,Cleaning,3.5
27421,Barker Inc,"Davidfurt, New Richardland, Burkeshire",Subscription,Higher,Electrical,4.8
27422,Mcguire-Khan,Lake Christinefurt,Hourly Rate,Higher,"HVAC, Maintenance, Cleaning, Painting",3.4
27423,Bennett-Russell,"Christopherhaven, North Zacharybury, Johnsonport",Flat Rate,Lower,"HVAC, Renovation",3.7
27424,Hudson-Washington,South Dawnmouth,Project-based,Competitive,"Electrical, HVAC, Painting, Plumbing, Maintenance",3.8
27425,Murray Group,Port Keith,Flat Rate,Higher,"Electrical, Roofing",4.7
27426,Morris Inc,Loganfort,Hourly Rate,Higher,"Renovation, Electrical",4.0
27427,"Weber, Vance and Sanchez","Port Sarahmouth, New Kyleport, Lake Candaceborough",Project-based,Higher,"Cleaning, Electrical, Plumbing, Maintenance",3.1
27428,"Ross, Murillo and Singh","Martinstad, Crawfordtown",Hourly Rate,Lower,"Renovation, Plumbing, Painting, Maintenance, Roofing",3.7
27429,"James, Morales and Maynard","Phillipsside, East William",Flat Rate,Lower,Maintenance,5.0
27430,"Harris, King and Riley","South Kennethfurt, North Zachary",Hourly Rate,Lower,Electrical,4.1
27431,"Tran, Arnold and Zhang",New Nathantown,Flat Rate,Higher,"Maintenance, Cleaning, Renovation",4.2
27432,Hansen-Matthews,"Jaytown, North Joshua, Reginatown",Flat Rate,Lower,Electrical,4.5
27433,"Rodriguez, Lee and Roberts","Christopherfurt, Lake Gail, New Jennifer",Flat Rate,Higher,"HVAC, Renovation, Maintenance",4.1
27434,Davis PLC,New Jordantown,Hourly Rate,Competitive,"Maintenance, Cleaning, HVAC",3.2
27435,Harris Group,New Sean,Hourly Rate,Higher,"Plumbing, Renovation, Cleaning, HVAC",4.7
27436,Roberts Ltd,Gonzalezchester,Hourly Rate,Competitive,"Cleaning, Renovation, HVAC",3.7
27437,"Thomas, Davis and Ramos","Harrisborough, Ryanland",Flat Rate,Lower,"Electrical, HVAC, Cleaning, Plumbing",3.2
27438,Hogan PLC,North Eric,Project-based,Higher,Roofing,4.7
27439,Webb LLC,New Douglasmouth,Project-based,Lower,"Renovation, Plumbing",3.4
27440,Thomas-Wilson,"North Emily, Stevenberg",Hourly Rate,Higher,"Plumbing, Maintenance, Electrical",4.2
27441,Price LLC,"Lake Marychester, East Mary",Hourly Rate,Competitive,"Renovation, Cleaning, HVAC, Painting, Roofing",4.0
27442,Delacruz PLC,"Lake Christopher, Chrisport, East Toddside",Flat Rate,Higher,"HVAC, Painting, Electrical, Roofing",4.9
27443,Nelson-Frank,"Heathermouth, Thorntontown, Laurenberg",Flat Rate,Lower,"Roofing, Plumbing",3.6
27444,"Vega, Jones and Jimenez","Andersonstad, Nancyview, North John",Hourly Rate,Higher,"Roofing, Painting, Maintenance",3.4
27445,Ramirez Group,"Johnsonfurt, Johnsontown, Lindashire",Subscription,Higher,"Renovation, Electrical, Maintenance",3.0
27446,Johnston-Garcia,Morenoview,Flat Rate,Lower,"Roofing, HVAC",4.3
27447,"Campbell, Yates and Mitchell","Grosschester, Adamsbury",Project-based,Higher,"Roofing, Electrical",3.1
27448,Garcia PLC,"Port Josefort, East Richard, North Sarah",Project-based,Higher,"Roofing, HVAC",5.0
27449,Huber-Graham,Kellyside,Subscription,Higher,"Painting, Roofing, Plumbing",4.4
27450,Hernandez-Green,Port Williamtown,Flat Rate,Competitive,"Plumbing, Roofing, Maintenance, HVAC, Cleaning",4.2
27451,Brown PLC,"New Cheyenne, Williamberg",Project-based,Competitive,Cleaning,3.5
27452,Murphy-Key,"Kristinabury, Wagnermouth, Wandaburgh",Project-based,Competitive,"Maintenance, Plumbing",4.8
27453,Reyes-Mann,Timothyland,Hourly Rate,Competitive,"Renovation, Maintenance, Cleaning, Plumbing",3.7
27454,"White, Brown and Ramos","East Jennifer, Danielshire",Subscription,Lower,Electrical,3.2
27455,Deleon and Sons,North Jennifermouth,Hourly Rate,Higher,"HVAC, Cleaning",4.4
27456,Brown-Barnes,"Hansenport, Kirkstad",Project-based,Higher,"HVAC, Renovation",4.2
27457,"West, Rodriguez and Ruiz","Michaelfurt, West Stephenton, Christinemouth",Subscription,Competitive,"Electrical, HVAC, Roofing, Renovation, Painting",4.2
27458,"Gallegos, James and Savage",Lake Jillport,Subscription,Lower,"Plumbing, Maintenance, Roofing, Renovation, Cleaning",4.6
27459,"Phillips, Wilkinson and Reynolds","Smithside, South Karenhaven, Brandonshire",Subscription,Higher,"Plumbing, Cleaning, Painting, Maintenance, Renovation",4.1
27460,"Ford, Randall and Hunt",New Judith,Hourly Rate,Higher,"Electrical, HVAC",3.5
27461,Ryan and Sons,"Davidshire, Dawnmouth",Project-based,Higher,"Cleaning, Maintenance, Electrical",4.8
27462,"Schneider, Garcia and White","North Carlos, West Heatherfort, New Joshuamouth",Subscription,Higher,"Roofing, Cleaning",4.8
27463,Herrera PLC,"Richardberg, New Shannon, Jamesmouth",Hourly Rate,Competitive,Roofing,4.7
27464,"Brooks, Warren and Taylor",Wardview,Flat Rate,Competitive,Painting,4.8
27465,Schultz-Riley,"Freemanton, Allenton",Hourly Rate,Competitive,"Maintenance, Cleaning",4.2
27466,Banks-Hicks,"Port Debra, East James, Port Jessicashire",Subscription,Lower,"Plumbing, HVAC, Renovation",4.9
27467,Austin-Beard,"Sharpshire, Brownside, Nicholschester",Subscription,Lower,"Maintenance, Plumbing, Renovation",3.2
27468,"Hodge, Wilson and Manning","North Donnaland, Gracebury, South Brandon",Project-based,Higher,Cleaning,3.4
27469,Winters LLC,"West Jeremy, Lisahaven",Flat Rate,Competitive,"Renovation, Electrical",4.7
27470,Lee PLC,"New Amy, Lewisville",Project-based,Higher,"Plumbing, Renovation",3.3
27471,Hall-Lang,"Dennisville, Robinsontown",Project-based,Competitive,"HVAC, Roofing, Cleaning, Plumbing, Painting",4.3
27472,"Smith, Cobb and Estrada",New Glenda,Project-based,Higher,Cleaning,4.9
27473,Ayala-Yu,"East Tamarastad, Feliciamouth",Project-based,Higher,"Maintenance, Painting",4.6
27474,"Torres, Santos and Miller",West Crystal,Hourly Rate,Competitive,Maintenance,3.4
27475,"Gill, Rodriguez and Williams",West Peterburgh,Hourly Rate,Competitive,"Renovation, Maintenance",4.2
27476,"Peterson, Owens and Ward","Chapmanville, East Lindsayport",Project-based,Higher,"Maintenance, Plumbing, Electrical, Painting, Roofing",3.1
27477,Blankenship Group,"East Frank, Ethanmouth",Hourly Rate,Lower,Plumbing,4.3
27478,Chambers and Sons,"Amandaside, West Patricia",Flat Rate,Higher,Painting,4.3
27479,Davis-Glenn,"North Michaelview, North Henryborough, New Karina",Hourly Rate,Lower,"Roofing, Cleaning, Renovation, Plumbing",4.6
27480,Pratt-Dennis,"Port William, Edwardmouth",Project-based,Competitive,"HVAC, Cleaning, Roofing, Maintenance",4.4
27481,Pittman Inc,Robertview,Subscription,Competitive,"Electrical, Cleaning, Renovation, Maintenance, HVAC",4.0
27482,Gamble-Sawyer,Lake Jonathan,Hourly Rate,Lower,"Maintenance, Renovation",4.0
27483,Flores Inc,"Amyview, Amyburgh",Flat Rate,Competitive,"Electrical, HVAC, Renovation",4.3
27484,"Bradford, Contreras and Ruiz",Cooperchester,Subscription,Competitive,"Painting, Roofing, HVAC",3.5
27485,Green-Meyer,"Crystalborough, Kristabury, Nunezhaven",Project-based,Lower,"Maintenance, Plumbing",4.7
27486,"Mckay, Reese and Thomas","South Gabriela, North Julia",Flat Rate,Higher,"Maintenance, Cleaning",4.9
27487,"Young, Bennett and Evans",Robinview,Subscription,Lower,"Roofing, Renovation",4.9
27488,Jensen Ltd,West Katherine,Project-based,Lower,"Renovation, Electrical, Plumbing, Maintenance, Roofing",4.8
27489,"Jefferson, Hinton and Martin","East Jaimebury, East Ernest, South Deborahville",Project-based,Competitive,"Cleaning, HVAC, Renovation, Roofing, Plumbing",4.4
27490,Kaufman-Hansen,"West Catherinefurt, Port Maryborough",Subscription,Higher,"Renovation, HVAC, Maintenance, Painting",5.0
27491,Mckee PLC,Martinezton,Hourly Rate,Competitive,"Renovation, HVAC, Maintenance, Roofing, Plumbing",3.4
27492,Rodriguez-Wagner,West Christina,Subscription,Higher,"Cleaning, Renovation",3.4
27493,Torres-Wong,"West Sandra, Port Jamesburgh, Johnsonton",Flat Rate,Higher,Cleaning,3.1
27494,Hunter-Morton,New Miguelview,Flat Rate,Lower,"Cleaning, Renovation",3.9
27495,Rodriguez-Gibson,Robertberg,Flat Rate,Lower,"Plumbing, Electrical, Cleaning, HVAC, Painting",3.8
27496,Malone-Bauer,"West Jessicaborough, North Joe",Subscription,Higher,"Roofing, Renovation, Painting",4.4
27497,Hernandez-Walls,Delgadoland,Hourly Rate,Lower,"Maintenance, Electrical, HVAC, Cleaning",3.0
27498,"Barnett, Travis and Stevens","Robertfort, West Lauratown",Project-based,Competitive,"HVAC, Renovation",4.9
27499,"Smith, Nicholson and Johnson","Jenniferburgh, South Natalieland",Subscription,Competitive,"Plumbing, Roofing, Electrical, Cleaning",3.5
27500,Richardson-Berg,"Tracymouth, Geraldstad, Juarezfort",Project-based,Higher,"Maintenance, HVAC, Roofing, Electrical, Renovation",3.1
27501,Long-Fields,"North Danielle, New Joshua, Tonyaborough",Project-based,Higher,"Renovation, Plumbing, Roofing",3.7
27502,Sherman PLC,Lake Tina,Flat Rate,Higher,"HVAC, Roofing, Plumbing",4.6
27503,Price-Joseph,East William,Project-based,Lower,"Electrical, Painting, HVAC, Maintenance",3.0
27504,"Mueller, Welch and Parrish",Jeffreyshire,Subscription,Competitive,"Roofing, Plumbing, Maintenance, Renovation",4.5
27505,Cobb PLC,Jamesport,Project-based,Competitive,"Roofing, Plumbing, Painting, Renovation, Maintenance",4.0
27506,Wilson Inc,Gabrielleville,Project-based,Higher,"Maintenance, Plumbing",3.7
27507,Hardy-Wolfe,East John,Flat Rate,Competitive,"Cleaning, Renovation, Painting, Maintenance, HVAC",3.5
27508,Mueller Ltd,Juanfurt,Flat Rate,Lower,"Renovation, Roofing, Maintenance, Electrical, Plumbing",4.4
27509,"Ward, Vargas and White",New Eduardo,Hourly Rate,Lower,"Painting, Plumbing, Maintenance",4.8
27510,"Clements, Smith and Perez","Martinezburgh, East Stephanie, Ryanside",Hourly Rate,Competitive,"Roofing, Plumbing, Renovation, HVAC",4.4
27511,Aguilar-Young,"Lake Jasmineshire, Velezmouth",Hourly Rate,Lower,"Renovation, Electrical, Maintenance, Cleaning",4.5
27512,Campbell PLC,"Loriview, Jefferyport",Project-based,Lower,"Maintenance, Plumbing, Painting",3.2
27513,Harris LLC,"New Christine, Karentown",Subscription,Lower,Plumbing,3.2
27514,"Wilson, Thomas and Cook","West David, Millsshire, Jesseberg",Flat Rate,Competitive,Electrical,4.2
27515,"Brown, Patterson and Gomez","North Luke, North Charlesstad",Hourly Rate,Higher,"Roofing, Cleaning, Painting, Electrical",4.3
27516,Jacobs-Taylor,Lake Debra,Hourly Rate,Lower,"Maintenance, Electrical, Renovation, Plumbing",4.5
27517,"Walker, Murphy and Sawyer","Desireeberg, South Sharon, Tarafurt",Subscription,Higher,"Maintenance, Cleaning, HVAC, Plumbing",3.3
27518,White-Martinez,North Kimfort,Subscription,Higher,Renovation,4.9
27519,Wilkins Inc,"Vasquezberg, Codyfurt",Subscription,Competitive,"Plumbing, HVAC, Painting, Renovation",3.9
27520,"Young, Johnson and Berger","Shawnachester, Port Charleston",Flat Rate,Higher,"Maintenance, Roofing, Plumbing",3.0
27521,Garcia Ltd,Garciahaven,Project-based,Competitive,"Renovation, Electrical",3.5
27522,Greene Ltd,"Hannahberg, Briannamouth",Flat Rate,Higher,"Electrical, Plumbing",3.6
27523,"Wright, Mccormick and Rose","Barrybury, North Margaret, New Darrell",Project-based,Lower,"Painting, Renovation, Electrical, Cleaning, Plumbing",4.1
27524,Stevenson Group,East Williamview,Hourly Rate,Lower,"Roofing, Painting, HVAC, Maintenance",4.9
27525,Murphy-Rodriguez,"Singletontown, Biancaberg, Arnoldland",Flat Rate,Higher,"Renovation, Roofing, Cleaning, Painting",4.6
27526,Jones-Williams,South Michael,Project-based,Competitive,"Renovation, Maintenance, Plumbing, HVAC, Painting",3.6
27527,George Ltd,"North Paulville, Gonzalesside",Hourly Rate,Lower,"Renovation, Maintenance, Electrical, Cleaning, HVAC",3.4
27528,Coffey-James,"Lake Michellestad, West Thomas, Kylehaven",Project-based,Competitive,"Painting, Renovation, Electrical",4.1
27529,"Carr, Ruiz and Parker",Aaronview,Hourly Rate,Lower,"Electrical, Cleaning, HVAC",4.8
27530,Beck-Morton,"Debraport, Port Matthewland, Simmonsshire",Project-based,Competitive,"Renovation, Plumbing, Roofing, Electrical",4.5
27531,Fleming Inc,"Christopherstad, Hillmouth",Hourly Rate,Competitive,"HVAC, Maintenance, Electrical, Renovation, Cleaning",3.7
27532,"Ballard, Hudson and Long","Williamsontown, Fordland, Leeville",Hourly Rate,Lower,"HVAC, Roofing, Painting",3.7
27533,"Barr, Chambers and Holland","Greenport, Perryland",Hourly Rate,Lower,"Roofing, Plumbing",3.1
27534,Hart-Gardner,"Lopezfurt, North Reginaldbury, New Debbie",Project-based,Higher,"Renovation, HVAC, Maintenance",4.4
27535,Jones-Williams,Lake Patricia,Flat Rate,Competitive,"Renovation, Painting",4.9
27536,"Wilson, Acevedo and Dougherty",Lopezfurt,Subscription,Competitive,"Cleaning, Renovation, Plumbing, Maintenance",3.3
27537,Henry LLC,Lake Jennifer,Hourly Rate,Higher,"Electrical, Painting",3.2
27538,Perez PLC,Jessicaland,Flat Rate,Higher,"Plumbing, Renovation, Roofing",3.6
27539,"Gordon, Strong and Atkinson","New Lynn, Hernandezburgh, West Melissa",Subscription,Competitive,Electrical,4.2
27540,Jones-Flores,"West Audreystad, Davidburgh",Hourly Rate,Lower,"Maintenance, Electrical, Painting",4.2
27541,"Hill, Hurley and Black","Charlesport, Edwinview",Subscription,Competitive,Renovation,3.5
27542,"Roberson, Owens and Brown",West Heatherburgh,Project-based,Lower,Renovation,4.0
27543,Bauer PLC,"Johnberg, East Michael",Project-based,Competitive,"Roofing, HVAC, Maintenance",4.3
27544,"Baker, Phillips and Doyle","North Erinton, New Tylerport, North Tiffanyfurt",Hourly Rate,Lower,"Roofing, Maintenance",4.2
