Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards
27256,"302 Garcia Trail
East Matthew, SD 28259",9876,24,Commercial,10,Good,Brick,Extinguishers,None,Record.,Office,Occupied,Mold
27257,"1147 Christopher Square
Port Ashleyville, LA 03301",7910,46,Residential,4,Poor,Concrete,"Alarms, Sprinklers","None, Wide Doorways",Eye sound may.,Office,Vacant,None
27258,"7822 Steven Mews Suite 624
Petersonberg, KY 89255",2370,29,Commercial,9,Fair,Concrete,"Extinguishers, Sprinklers",Elevator,Might score.,Office,Occupied,None
27259,"07761 Michael Terrace
Reedborough, UT 84745",5794,11,Industrial,8,Excellent,Wood,"Alarms, Extinguishers, Sprinklers","None, Ramps",None,Retail,Occupied,None
27260,"09932 Rachel Summit Apt. 508
Port Gracebury, DC 50483",9019,58,Residential,2,Excellent,Steel,"Alarms, Extinguishers, Sprinklers","None, Elevator, Ramps",Wife discussion second.,Office,Vacant,None
27261,"881 Hayes Harbor
Carlaport, ND 90775",5838,73,Industrial,2,Excellent,Concrete,Sprinklers,"Ramps, Elevator, Wide Doorways, None",None,Residential,Vacant,None
27262,"1903 Haynes Lakes Apt. 649
Ashleyshire, PA 58176",5458,90,Industrial,3,Good,Wood,"Sprinklers, Alarms",Elevator,None,Retail,Vacant,None
27263,"9407 Smith Islands
Nancyfurt, TN 21374",1299,58,Commercial,5,Poor,Brick,Sprinklers,Wide Doorways,General purpose whatever.,Warehouse,Vacant,None
27264,"0552 Smith Isle Suite 641
Port Brittany, WA 17095",8472,36,Commercial,6,Good,Brick,"Alarms, Sprinklers",Ramps,None,Office,Vacant,None
27265,"675 Sullivan Canyon
Mitchelltown, NM 78903",7957,24,Commercial,4,Fair,Brick,"Alarms, Extinguishers, Sprinklers","Elevator, Wide Doorways",Then marriage none.,Warehouse,Vacant,Lead Paint
27266,"3584 Ann Road Apt. 865
Georgechester, MD 91842",3612,65,Residential,9,Poor,Steel,"Extinguishers, Sprinklers",Elevator,Sound instead.,Retail,Vacant,None
27267,"6519 Baker Groves
Savannahfurt, TN 74947",9680,44,Industrial,8,Excellent,Brick,"Extinguishers, Sprinklers, Alarms",Wide Doorways,None,Office,Vacant,Asbestos
27268,"802 Lopez View
Jameston, IL 67840",6431,67,Residential,7,Good,Steel,Sprinklers,Wide Doorways,None,Office,Vacant,Mold
27269,"9789 Edward Mews
Jamesport, AK 83763",4237,38,Commercial,10,Good,Steel,Sprinklers,Ramps,None,Office,Occupied,None
27270,"PSC 8457, Box 8978
APO AE 44150",6534,37,Industrial,3,Good,Wood,"Alarms, Sprinklers",Ramps,None,Warehouse,Occupied,None
27271,"43868 Day Glens Suite 848
East Christinaview, FL 83741",5357,23,Commercial,5,Good,Wood,"Alarms, Extinguishers, Sprinklers","None, Ramps, Elevator",None,Residential,Occupied,None
27272,"2956 Scott Hill
Justinhaven, IN 14531",5966,47,Industrial,9,Poor,Concrete,Alarms,Wide Doorways,None,Retail,Occupied,None
27273,"924 Krueger Circle Apt. 680
Christopherberg, TN 46546",6810,16,Industrial,4,Good,Brick,"Extinguishers, Alarms, Sprinklers",None,None,Office,Occupied,Lead Paint
27274,"24034 Stephanie Rapids
West Manuelfort, MD 63746",8877,45,Residential,2,Excellent,Steel,"Sprinklers, Extinguishers","None, Ramps, Wide Doorways, Elevator",Make of month.,Residential,Occupied,Asbestos
27275,"23126 Rivas Shores Apt. 021
Pamelahaven, MN 34787",5646,42,Industrial,3,Excellent,Brick,"Alarms, Sprinklers","Ramps, Elevator, None, Wide Doorways",None,Warehouse,Occupied,Lead Paint
27276,"0802 Courtney Fork Suite 280
Lake Willie, MT 66903",4333,51,Commercial,1,Good,Brick,"Extinguishers, Sprinklers","Wide Doorways, None, Elevator",Follow citizen.,Warehouse,Occupied,None
27277,"08521 Brandy Port
Jeffreyhaven, IA 62571",7719,92,Residential,4,Fair,Steel,Sprinklers,"None, Ramps, Wide Doorways",None,Residential,Vacant,None
27278,"35182 Maria Branch Apt. 349
Lake Joshuaton, MD 51923",2429,54,Residential,6,Excellent,Brick,"Alarms, Sprinklers","Wide Doorways, Ramps, Elevator",Reality adult.,Office,Vacant,Mold
27279,"248 Cuevas Extension Suite 369
Williamsberg, NV 93553",3189,32,Commercial,4,Poor,Concrete,"Extinguishers, Alarms, Sprinklers","None, Elevator, Wide Doorways",Center goal something.,Warehouse,Occupied,None
27280,"211 Amanda Throughway Apt. 860
Griffinfort, IN 02834",1785,45,Residential,4,Excellent,Brick,"Alarms, Extinguishers, Sprinklers","Ramps, Wide Doorways, None",Even off realize.,Retail,Occupied,Asbestos
27281,"118 James Circles Apt. 099
Wilsonhaven, LA 95525",8186,7,Industrial,2,Poor,Brick,"Alarms, Extinguishers","Elevator, None, Ramps, Wide Doorways",Newspaper activity middle.,Office,Vacant,Mold
27282,"USS Pennington
FPO AP 93853",5374,22,Residential,8,Good,Concrete,"Extinguishers, Alarms, Sprinklers","Wide Doorways, None, Ramps",None,Retail,Occupied,Lead Paint
27283,"019 Wall Trail Apt. 285
North Megan, MD 41389",4647,2,Residential,8,Excellent,Wood,"Sprinklers, Alarms, Extinguishers","Ramps, None, Elevator",Born our.,Warehouse,Occupied,None
27284,"9172 Padilla Stravenue Suite 638
Port Kevinside, RI 46968",2719,95,Commercial,2,Poor,Steel,"Extinguishers, Alarms","Elevator, Wide Doorways",Themselves walk wish act.,Warehouse,Occupied,Lead Paint
27285,"2149 Ford Mews Apt. 301
Portershire, MN 11195",3195,57,Residential,7,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms",Wide Doorways,Industry my nor.,Office,Vacant,Lead Paint
27286,"961 William Gardens Apt. 808
Heathermouth, IA 25726",1188,53,Industrial,2,Fair,Concrete,"Extinguishers, Alarms","Ramps, Wide Doorways, Elevator, None",It certain various.,Residential,Occupied,Asbestos
27287,"564 Elijah Burg
Allenville, KS 31111",3213,43,Residential,7,Excellent,Steel,Extinguishers,"Elevator, None, Ramps, Wide Doorways",None,Retail,Occupied,None
27288,"02543 Derrick Glen Suite 672
East Ashley, MT 32503",2530,84,Industrial,6,Good,Steel,"Extinguishers, Sprinklers",Ramps,Upon seven old.,Office,Occupied,None
27289,"0102 Stephen Manor Apt. 455
Tamaratown, WY 50644",9277,35,Commercial,3,Excellent,Steel,"Sprinklers, Extinguishers, Alarms",Wide Doorways,Southern change moment.,Residential,Vacant,None
27290,"536 Strickland Track
North Theresa, NE 21266",7894,3,Commercial,8,Poor,Steel,"Extinguishers, Sprinklers","Ramps, Elevator",Particularly.,Retail,Vacant,None
27291,"2019 Frazier Gateway
Gilesside, CT 21752",2478,48,Industrial,6,Excellent,Steel,"Alarms, Sprinklers, Extinguishers","Elevator, None, Ramps",Policy while.,Retail,Vacant,None
27292,"6681 Melendez Passage Suite 604
Lake Bettyfort, NH 88690",3302,99,Commercial,8,Excellent,Steel,"Sprinklers, Extinguishers","Elevator, None",Face step kitchen.,Residential,Vacant,Asbestos
27293,"75003 Brian Village Suite 387
Lake William, NM 67754",6100,45,Industrial,4,Good,Concrete,Extinguishers,Ramps,None,Warehouse,Vacant,Lead Paint
27294,"9734 Lawrence Lakes
Baldwinside, NH 27614",3174,21,Industrial,1,Poor,Wood,"Sprinklers, Alarms, Extinguishers","Ramps, None, Wide Doorways, Elevator",Room account decision.,Retail,Occupied,None
27295,"585 Campbell Mews Apt. 368
Grantbury, ID 57354",2135,79,Residential,1,Fair,Wood,"Sprinklers, Extinguishers, Alarms","Ramps, Elevator, Wide Doorways, None",In crime.,Warehouse,Vacant,None
27296,"39890 Gilbert Forges Apt. 612
Allisonchester, OH 54971",9204,10,Residential,8,Good,Concrete,Sprinklers,None,Young trade.,Retail,Occupied,None
27297,"449 Gray Road Suite 594
Donaldton, NV 86279",5553,45,Industrial,2,Excellent,Concrete,"Alarms, Sprinklers",Ramps,None,Office,Vacant,None
27298,"315 Gabrielle Village
Jessicaburgh, MO 71000",3600,8,Residential,2,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms","Ramps, Elevator, Wide Doorways",None,Warehouse,Occupied,None
27299,"406 Brown Mountain Suite 219
Danielfort, AZ 55717",9118,21,Commercial,3,Fair,Steel,"Alarms, Sprinklers","Ramps, Wide Doorways, None",Only reach.,Warehouse,Vacant,None
27300,"3632 Michael Walks Suite 869
Johnton, ID 34599",5255,55,Industrial,8,Good,Wood,"Sprinklers, Alarms","Wide Doorways, Ramps, None, Elevator",Candidate market.,Office,Vacant,Mold
27301,"720 Richard Port
Tranmouth, LA 30232",8427,8,Residential,10,Fair,Brick,Alarms,"Wide Doorways, Elevator, Ramps",Guess community.,Warehouse,Vacant,Mold
27302,"946 Parrish Park
South Davidbury, AL 63474",9221,66,Industrial,8,Good,Concrete,"Sprinklers, Alarms, Extinguishers","Elevator, Wide Doorways, Ramps, None",Deep environmental.,Office,Vacant,Lead Paint
27303,"97237 Gilbert Isle
North Laurastad, ND 49154",8172,2,Commercial,9,Poor,Concrete,"Extinguishers, Alarms","Elevator, None",Democrat final week.,Warehouse,Vacant,Mold
27304,"941 Long Vista Suite 938
West Jocelynfort, WI 78522",3120,67,Commercial,8,Excellent,Wood,"Alarms, Extinguishers","None, Wide Doorways, Elevator, Ramps",Standard local nature.,Office,Occupied,None
27305,"16176 Griffin Heights Suite 424
Elizabethhaven, TN 06303",4006,47,Commercial,3,Fair,Steel,"Alarms, Sprinklers, Extinguishers","Ramps, None",None,Office,Occupied,None
27306,"4300 Bentley Plains Apt. 728
West Kimberly, IA 32246",8087,67,Commercial,7,Fair,Concrete,"Alarms, Extinguishers",Wide Doorways,None,Residential,Vacant,Lead Paint
27307,"USS Sherman
FPO AP 00502",5519,4,Commercial,7,Fair,Wood,"Sprinklers, Extinguishers","Elevator, Wide Doorways",Someone center.,Warehouse,Vacant,Mold
27308,"647 Warner Gardens Apt. 345
South Sara, IN 16820",7454,41,Commercial,10,Good,Steel,"Extinguishers, Sprinklers, Alarms",Wide Doorways,None,Retail,Occupied,None
27309,"72500 Monique Forge
East Tracy, IL 69578",4104,53,Residential,8,Good,Steel,"Extinguishers, Alarms","Ramps, None, Elevator",Cell understand public.,Retail,Vacant,None
27310,"04583 Diane Oval Suite 728
Hernandezmouth, MN 70653",667,12,Residential,2,Good,Wood,Sprinklers,"Ramps, Elevator, Wide Doorways",Trip just.,Residential,Vacant,None
27311,"3869 Sara Station Apt. 728
North Carmen, MA 13768",9327,9,Industrial,1,Excellent,Concrete,"Alarms, Sprinklers, Extinguishers","Elevator, Wide Doorways",Rich worker majority animal.,Warehouse,Vacant,Lead Paint
27312,"1933 Flowers Square
New Wesley, UT 37138",4651,19,Commercial,1,Excellent,Wood,"Extinguishers, Alarms",Wide Doorways,These.,Retail,Occupied,None
27313,"416 Williams Haven
Lake Joestad, SD 69156",5784,48,Residential,5,Good,Concrete,Alarms,"Wide Doorways, None, Ramps",Material.,Retail,Occupied,None
27314,"9690 Soto Rapids Suite 989
Wongburgh, MD 87554",8314,2,Commercial,5,Good,Wood,"Alarms, Extinguishers, Sprinklers",Ramps,None,Retail,Occupied,None
27315,"PSC 4885, Box 9077
APO AA 19619",2060,51,Residential,6,Poor,Concrete,"Alarms, Extinguishers","None, Elevator, Wide Doorways",Central wish.,Retail,Occupied,None
27316,"68922 Erica Divide
Watsonburgh, OK 03723",545,41,Residential,1,Poor,Wood,Sprinklers,"Ramps, None, Wide Doorways",Many generation black.,Office,Vacant,Lead Paint
27317,"3986 Johnson Locks
Sherritown, RI 53836",1896,33,Residential,8,Poor,Steel,"Extinguishers, Alarms","Elevator, None, Wide Doorways, Ramps",None,Office,Vacant,None
27318,"7725 Harrington Track
Sarahstad, ND 71024",7772,72,Commercial,7,Fair,Brick,Alarms,"Wide Doorways, Ramps, Elevator, None",Red new.,Residential,Occupied,Mold
27319,"9746 Dana View
Charlesborough, ID 10146",7808,6,Residential,1,Fair,Concrete,"Extinguishers, Alarms, Sprinklers","Elevator, Wide Doorways",Which different commercial.,Residential,Occupied,Mold
27320,"31341 Bowman Court Apt. 949
Brandonfurt, CO 36210",2054,5,Commercial,5,Excellent,Steel,"Sprinklers, Alarms, Extinguishers","Elevator, Ramps",Describe store.,Warehouse,Vacant,None
27321,"647 Nancy Dale
West Elizabethshire, ME 34838",8759,76,Industrial,6,Fair,Steel,"Alarms, Sprinklers",Elevator,None,Office,Occupied,None
27322,"3789 Matthews Isle Suite 694
Hortonborough, NV 29628",8066,52,Residential,7,Excellent,Concrete,Extinguishers,"None, Ramps",Seek.,Office,Vacant,Mold
27323,"44924 Ryan Skyway
West Dannystad, AL 45596",6078,6,Commercial,10,Excellent,Wood,Sprinklers,None,Raise control better statement.,Office,Occupied,Mold
27324,"66164 Matthew Lights Suite 664
South Lee, IA 74026",4842,67,Residential,4,Poor,Brick,"Sprinklers, Alarms, Extinguishers","None, Elevator, Wide Doorways",None,Warehouse,Vacant,Asbestos
27325,"610 Ford Keys
South Deborahport, KY 18806",5644,76,Commercial,3,Good,Wood,"Sprinklers, Alarms, Extinguishers","None, Elevator, Ramps, Wide Doorways",None,Office,Vacant,None
27326,"771 Clark Park Suite 194
Joshuaville, ME 82042",1153,33,Industrial,6,Excellent,Steel,Extinguishers,"Ramps, Elevator, None",None,Retail,Occupied,None
27327,"610 Morris Grove
Cartermouth, NC 43464",9863,32,Residential,7,Fair,Brick,"Extinguishers, Alarms","Ramps, Wide Doorways, None, Elevator",Style since Mrs.,Warehouse,Occupied,None
27328,"355 Scott Inlet
Caseystad, RI 74182",4065,72,Industrial,6,Good,Concrete,"Extinguishers, Sprinklers, Alarms","None, Elevator, Wide Doorways",Happy professor morning.,Retail,Occupied,None
27329,"0161 Lawson Bridge
Valentinemouth, CO 15401",8229,14,Commercial,7,Good,Wood,"Extinguishers, Sprinklers",None,Put.,Residential,Vacant,None
27330,"92003 Avila Ramp Apt. 162
Reynoldsbury, KY 39093",7217,32,Residential,5,Excellent,Brick,"Extinguishers, Sprinklers, Alarms","Wide Doorways, None",Into anyone yet.,Residential,Occupied,None
27331,"836 Amber Points
New Andrew, NH 64813",4190,76,Commercial,8,Poor,Wood,Sprinklers,Elevator,Total lot.,Residential,Occupied,None
27332,"160 Mitchell Centers
South Kimberly, WV 49240",3379,14,Industrial,4,Poor,Steel,"Extinguishers, Sprinklers, Alarms","Ramps, Wide Doorways, Elevator, None",None,Residential,Occupied,Asbestos
27333,"5138 Tran Walks Apt. 861
Sandrafort, MD 32356",8578,90,Commercial,6,Good,Steel,"Sprinklers, Alarms, Extinguishers",Wide Doorways,None,Retail,Vacant,None
27334,"0311 Brown Courts
East Tiffanybury, MI 21313",5509,74,Industrial,4,Good,Steel,"Extinguishers, Sprinklers, Alarms","Ramps, None, Wide Doorways",None,Warehouse,Occupied,Lead Paint
27335,"941 Velazquez Pass
North Mitchell, MT 92239",2298,62,Industrial,4,Poor,Wood,"Alarms, Sprinklers, Extinguishers","Elevator, None",Really none.,Retail,Vacant,Lead Paint
27336,"639 Jonathan Route Suite 853
Lake Lisahaven, TN 25614",6612,79,Commercial,2,Fair,Steel,Extinguishers,"Elevator, Wide Doorways",Investment move site.,Warehouse,Occupied,None
27337,"56703 Eric Trace Apt. 854
South Terriburgh, MA 19597",7394,97,Residential,7,Excellent,Wood,"Extinguishers, Sprinklers","Ramps, None",None,Office,Occupied,Lead Paint
27338,"Unit 3339 Box 7576
DPO AE 68435",9278,29,Industrial,1,Fair,Brick,"Sprinklers, Alarms","Ramps, Wide Doorways, None, Elevator",None,Office,Vacant,Asbestos
27339,"PSC 3077, Box 7755
APO AP 48681",6125,23,Residential,9,Fair,Concrete,"Extinguishers, Sprinklers","None, Ramps, Elevator, Wide Doorways",Situation year ten small.,Residential,Occupied,Asbestos
27340,"USNS Lowe
FPO AE 26993",2901,39,Industrial,7,Excellent,Wood,"Alarms, Sprinklers, Extinguishers","Ramps, None, Wide Doorways, Elevator",None,Retail,Vacant,None
27341,"9108 Johnson Keys Apt. 794
Port Vanessashire, MA 16362",9793,68,Industrial,3,Good,Steel,Alarms,"Ramps, None, Wide Doorways",Set join compare.,Residential,Occupied,None
27342,"35731 Bowers Curve
West Jenniferberg, TX 81822",604,91,Industrial,4,Good,Concrete,"Extinguishers, Alarms, Sprinklers",Ramps,None,Residential,Occupied,Lead Paint
27343,"07763 Matthew Inlet
Port Kennethland, CT 75206",5939,79,Industrial,6,Poor,Brick,"Alarms, Extinguishers",None,Mr party.,Retail,Occupied,None
27344,"1513 Ferguson Turnpike Apt. 572
Lake Josephborough, LA 72392",3436,19,Commercial,7,Fair,Steel,"Sprinklers, Extinguishers","Wide Doorways, Elevator, Ramps",Ten live rest.,Residential,Vacant,None
27345,"5005 Thomas Loaf Apt. 328
Teresastad, DC 58830",9608,64,Industrial,6,Poor,Concrete,Extinguishers,Elevator,Director cold drop when.,Residential,Vacant,None
27346,"9038 Alvarado Inlet
Jennahaven, MO 27316",6217,12,Residential,10,Excellent,Brick,Sprinklers,None,Message.,Warehouse,Vacant,None
27347,"20524 Mitchell Underpass Suite 501
Matthewmouth, CO 76380",7850,76,Industrial,2,Fair,Steel,"Extinguishers, Sprinklers","Wide Doorways, Ramps, Elevator",So statement.,Residential,Occupied,None
27348,"157 Cameron Plaza
Patriciahaven, DE 83691",6585,94,Residential,4,Fair,Steel,"Sprinklers, Extinguishers","None, Wide Doorways, Elevator",None,Warehouse,Vacant,Asbestos
27349,"219 Ortega Branch
Lake Terrance, NC 98761",4539,24,Residential,5,Fair,Wood,"Alarms, Sprinklers","Elevator, None, Ramps",Reduce only however.,Retail,Occupied,None
27350,"05667 Blake Throughway Suite 397
Jonesland, MS 97108",6122,41,Industrial,6,Fair,Wood,"Sprinklers, Extinguishers, Alarms","None, Elevator",None,Residential,Vacant,None
27351,"79634 Timothy Wall Apt. 070
Lake Alexanderberg, SD 28499",2765,19,Residential,5,Good,Concrete,"Alarms, Sprinklers","Elevator, None",None,Warehouse,Vacant,None
27352,"3618 Hale Crescent Apt. 694
Coleburgh, CA 45445",8483,66,Commercial,7,Poor,Brick,Extinguishers,"Elevator, Ramps, None",None,Office,Vacant,None
27353,"27450 Anderson Glen
East Sheenabury, NC 78645",9603,94,Residential,5,Excellent,Wood,"Alarms, Sprinklers","Wide Doorways, Elevator",None,Residential,Vacant,None
27354,"8155 Tucker Plains Apt. 124
Smithshire, MA 96889",4384,43,Commercial,1,Good,Steel,"Extinguishers, Sprinklers","None, Ramps, Wide Doorways, Elevator",None,Retail,Vacant,None
27355,"1279 Sara Course
East Catherine, ME 25709",7640,58,Residential,8,Poor,Brick,"Sprinklers, Extinguishers",Ramps,None,Retail,Vacant,None
27356,"36808 Horn Pike Suite 829
Homouth, IA 47611",3157,18,Commercial,8,Fair,Wood,"Sprinklers, Extinguishers, Alarms","Ramps, None, Elevator, Wide Doorways",None,Retail,Occupied,Mold
27357,"296 Meyer Isle
Reyesland, MS 33872",3111,25,Residential,1,Fair,Brick,Extinguishers,"None, Ramps, Wide Doorways, Elevator",None,Warehouse,Occupied,Mold
27358,"25932 Page Plain
Port Jeremyhaven, NE 27172",955,75,Industrial,6,Poor,Steel,Alarms,"Elevator, None, Ramps",None,Retail,Occupied,None
27359,"1027 Douglas Isle Apt. 592
East Vanessa, WI 91439",5649,17,Commercial,9,Excellent,Wood,Alarms,"Wide Doorways, Elevator, Ramps",Mother security see scene.,Warehouse,Occupied,Asbestos
27360,"2141 Emma Via Suite 122
Joview, NH 58980",8917,65,Residential,5,Good,Wood,"Alarms, Sprinklers, Extinguishers","None, Ramps, Elevator, Wide Doorways",Itself ten.,Residential,Occupied,Asbestos
27361,"9382 Collins Coves Suite 633
Monicaville, OR 42252",1897,26,Residential,6,Good,Concrete,"Sprinklers, Extinguishers, Alarms","Elevator, Wide Doorways, Ramps",None,Retail,Occupied,None
27362,"Unit 9134 Box 3106
DPO AE 57741",4293,28,Industrial,3,Excellent,Wood,Extinguishers,"None, Wide Doorways",Campaign skill.,Office,Occupied,None
27363,"095 Park Station Suite 393
Danielhaven, MT 56781",1300,26,Residential,7,Fair,Wood,Alarms,"Wide Doorways, Elevator, Ramps",None,Warehouse,Occupied,None
27364,"73477 Jeffrey Passage
Cantuview, DE 49694",9609,66,Commercial,2,Excellent,Steel,Sprinklers,"Elevator, Ramps",None,Warehouse,Vacant,None
27365,"25216 Lee Vista Apt. 743
South Chloe, WY 68182",3547,32,Industrial,4,Poor,Concrete,"Alarms, Extinguishers","None, Elevator",None,Retail,Vacant,Asbestos
27366,"16450 Carlos River
Curtisview, WA 78769",8421,68,Residential,1,Good,Brick,"Extinguishers, Sprinklers","Wide Doorways, Ramps, None",None,Retail,Occupied,None
27367,"261 Abigail Corner
Lake Carla, MN 49285",3594,45,Residential,10,Excellent,Brick,Extinguishers,"Elevator, Wide Doorways, None, Ramps",Town letter.,Retail,Vacant,None
27368,"4611 Dakota Terrace Suite 289
Mcdonaldborough, WA 52681",6779,46,Industrial,6,Excellent,Steel,"Extinguishers, Sprinklers, Alarms",None,Shake call grow.,Office,Vacant,None
27369,"972 Suarez Hill Suite 769
Tiffanyborough, IL 20961",7391,95,Commercial,2,Poor,Brick,"Alarms, Sprinklers",Elevator,None,Residential,Occupied,None
27370,"388 Horton Crossroad
North Carolineshire, NV 45372",2649,98,Residential,9,Good,Concrete,"Extinguishers, Alarms",None,None,Residential,Vacant,None
27371,"923 Cole Union
Michaelborough, NM 96837",2440,36,Industrial,9,Poor,Wood,"Sprinklers, Extinguishers","Wide Doorways, Ramps, None, Elevator",None,Retail,Occupied,Lead Paint
