Inspection ID,Property ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status
28660,18851,2022-06-19,Failed,Choose available fast will.,Compliant
28661,30467,2023-11-21,Failed,Born quickly seem discover build.,Compliant
28662,23423,2022-04-19,Failed,Third with hundred last its news.,Non-compliant
28663,15256,2024-05-12,Failed,None,Compliant
28664,34115,2021-11-30,Passed,None,Compliant
28665,18375,2024-04-29,Failed,Himself lose vote per.,Non-compliant
28666,10024,2024-01-13,Failed,None,Non-compliant
28667,36610,2023-06-07,Passed,None,Compliant
28668,7120,2022-10-25,Passed with minor issues,None,Compliant
28669,43238,2021-09-30,Passed with minor issues,Shake every amount election step sister rather.,Non-compliant
28670,10470,2022-05-12,Passed with minor issues,Close process focus call cut.,Compliant
28671,29845,2022-03-07,Failed,None,Non-compliant
28672,49763,2022-01-18,Passed,Protect almost threat rather ask west spend.,Compliant
28673,19040,2022-01-08,Failed,Notice mission foot way recently learn wish.,Non-compliant
28674,47906,2023-08-31,Failed,None,Non-compliant
28675,21977,2024-06-26,Passed,None,Compliant
28676,12237,2024-08-18,Passed,None,Non-compliant
28677,26776,2023-05-03,Failed,Product which worker.,Compliant
28678,28628,2021-12-07,Failed,None,Compliant
28679,39784,2023-09-19,Passed with minor issues,Child well reflect opportunity.,Non-compliant
28680,26801,2022-08-20,Passed,Soldier quickly traditional he.,Non-compliant
28681,5007,2023-07-29,Failed,Some my chance finish usually president.,Non-compliant
28682,22128,2023-01-03,Failed,None,Non-compliant
28683,11140,2023-05-29,Failed,None,Compliant
28684,1097,2024-04-07,Passed with minor issues,None,Non-compliant
28685,21401,2022-12-07,Passed,Well learn safe late high fast.,Compliant
28686,1036,2024-05-15,Passed with minor issues,None,Compliant
28687,35029,2024-06-18,Failed,Pretty bill possible.,Non-compliant
28688,9276,2023-09-24,Passed with minor issues,None,Compliant
28689,25135,2023-09-11,Passed,Enough wind apply by buy.,Non-compliant
28690,34703,2022-05-03,Passed,None,Non-compliant
28691,7774,2022-03-15,Failed,None,Non-compliant
28692,8704,2024-04-01,Passed with minor issues,None,Compliant
28693,5682,2022-10-13,Failed,None,Compliant
28694,20946,2024-03-20,Passed,Challenge arrive hope late body artist.,Non-compliant
28695,49997,2023-07-15,Passed with minor issues,None,Compliant
28696,2449,2024-05-02,Passed,None,Compliant
28697,426,2023-12-17,Passed,None,Non-compliant
28698,8043,2022-12-22,Passed,Care fight design laugh cost.,Non-compliant
28699,45571,2023-11-13,Passed,Feel behavior inside station.,Compliant
28700,23864,2022-09-03,Failed,Site most light these contain suddenly.,Non-compliant
28701,27629,2024-08-18,Passed with minor issues,None,Non-compliant
28702,37494,2022-09-16,Passed,Light test method everything mean.,Non-compliant
28703,42785,2023-01-10,Failed,None,Compliant
28704,17007,2022-08-15,Passed,Outside standard see of prevent myself.,Compliant
28705,9720,2024-04-01,Passed with minor issues,Leave food voice member painting will yard.,Compliant
28706,28916,2022-06-01,Passed,Task happy help you remember kitchen enjoy result.,Non-compliant
28707,35681,2023-12-15,Passed,None,Non-compliant
28708,17134,2023-09-18,Passed,None,Compliant
28709,6414,2024-02-06,Passed,None,Non-compliant
28710,26418,2023-08-31,Failed,None,Non-compliant
28711,17817,2021-12-22,Failed,Her social magazine inside.,Compliant
28712,23457,2023-04-14,Failed,None,Compliant
28713,36196,2024-07-21,Passed with minor issues,None,Compliant
28714,31933,2021-12-11,Failed,What social turn machine ever.,Compliant
28715,24185,2023-10-17,Failed,None,Non-compliant
28716,9405,2022-08-07,Passed with minor issues,World man society cause television school where.,Compliant
28717,38113,2023-11-29,Failed,None,Compliant
28718,41529,2022-10-26,Passed,None,Non-compliant
28719,17452,2023-06-26,Passed with minor issues,None,Compliant
28720,33793,2021-12-08,Failed,Personal thought other short control.,Compliant
28721,47897,2024-01-25,Passed,Trip stock off do may.,Non-compliant
28722,5805,2024-02-08,Passed with minor issues,I moment example enough.,Compliant
28723,17436,2024-08-29,Passed,Story nor see before street performance lose book.,Non-compliant
28724,11524,2021-12-29,Passed,None,Non-compliant
28725,27723,2022-06-05,Failed,None,Non-compliant
28726,6901,2024-01-07,Failed,Never yeah play join art bill attack.,Non-compliant
28727,18857,2022-10-18,Failed,None,Non-compliant
28728,35187,2022-05-25,Passed,None,Compliant
28729,15227,2024-02-26,Failed,Central serious exist business military painting if later.,Non-compliant
28730,3336,2022-09-05,Passed with minor issues,None,Non-compliant
28731,40700,2023-07-28,Passed with minor issues,Year else action summer page benefit mean.,Non-compliant
28732,49186,2024-05-29,Failed,Relationship visit fire much blood organization past.,Compliant
28733,11532,2022-05-24,Passed,None,Compliant
28734,37932,2022-02-09,Passed,Too several remain hear answer capital.,Non-compliant
28735,4788,2024-04-11,Passed,Seek picture key seem.,Compliant
28736,47680,2023-03-15,Failed,None,Compliant
28737,36895,2022-12-02,Passed with minor issues,None,Non-compliant
28738,44053,2024-01-23,Passed with minor issues,None,Non-compliant
28739,33244,2023-06-12,Failed,None,Non-compliant
28740,37345,2024-08-11,Passed,Term successful civil.,Non-compliant
28741,14506,2024-02-14,Passed with minor issues,Activity say brother idea leave.,Non-compliant
28742,20116,2021-10-26,Passed,Law analysis police spend explain administration.,Compliant
28743,24030,2021-10-09,Passed,None,Non-compliant
28744,19107,2022-01-23,Passed with minor issues,Single term total about when decade huge.,Compliant
28745,48264,2024-02-09,Passed,Long best specific a anything fish.,Non-compliant
28746,46431,2024-05-08,Passed,None,Compliant
28747,34847,2023-09-11,Passed with minor issues,Make church adult lot have return up.,Compliant
28748,22896,2021-10-17,Passed,None,Non-compliant
28749,15559,2022-03-11,Passed,None,Compliant
28750,19237,2024-02-24,Failed,Protect despite college western bill.,Non-compliant
28751,44302,2022-10-12,Passed,None,Non-compliant
28752,3382,2024-02-13,Failed,Get quality evidence provide tax letter off picture.,Non-compliant
28753,47659,2023-02-18,Failed,None,Non-compliant
28754,17980,2021-10-20,Failed,None,Non-compliant
28755,675,2023-01-04,Passed with minor issues,None,Non-compliant
28756,7242,2022-09-13,Passed with minor issues,Thousand interview quite do.,Non-compliant
28757,25887,2021-11-05,Passed,Offer next themselves country.,Compliant
28758,22002,2023-06-26,Failed,Cultural consumer sport author.,Non-compliant
28759,30723,2022-09-23,Failed,Have establish along trouble positive into.,Compliant
28760,443,2022-11-13,Failed,Threat final floor these.,Compliant
28761,12443,2021-11-12,Passed with minor issues,None,Non-compliant
28762,4974,2022-09-17,Failed,None,Compliant
28763,24688,2022-04-01,Passed,Here she really situation.,Non-compliant
28764,49817,2024-08-24,Passed with minor issues,National respond not middle they development among hand.,Non-compliant
28765,18049,2022-12-19,Passed with minor issues,None,Compliant
28766,39788,2024-09-13,Passed with minor issues,None,Non-compliant
28767,14213,2022-07-12,Failed,None,Non-compliant
28768,42452,2022-10-19,Passed with minor issues,Green fill in fight end develop live.,Compliant
28769,13679,2022-09-08,Failed,None,Compliant
28770,13563,2023-06-02,Failed,Local indeed common doctor.,Compliant
28771,10738,2023-05-13,Failed,None,Compliant
28772,31579,2022-12-22,Failed,None,Non-compliant
28773,15924,2024-05-31,Passed with minor issues,None,Non-compliant
28774,44289,2024-03-19,Failed,None,Non-compliant
28775,36372,2023-07-05,Passed with minor issues,None,Non-compliant
28776,15452,2024-08-08,Passed,Near why figure agree memory sport.,Compliant
28777,34542,2022-03-29,Failed,Money possible face sound I.,Compliant
28778,45630,2023-02-06,Failed,None,Non-compliant
28779,21635,2022-04-09,Passed with minor issues,None,Compliant
28780,10182,2023-11-20,Passed with minor issues,None,Compliant
28781,12704,2022-02-09,Passed with minor issues,None,Non-compliant
28782,30772,2022-02-13,Failed,None,Non-compliant
28783,42574,2022-07-17,Failed,None,Compliant
28784,42747,2023-03-18,Passed,None,Compliant
28785,34652,2023-07-31,Passed with minor issues,Three medical full address generation start.,Non-compliant
28786,49864,2024-02-10,Passed with minor issues,None,Non-compliant
28787,34691,2022-05-04,Failed,Clearly window after mother however young.,Compliant
28788,8192,2022-05-21,Failed,None,Non-compliant
28789,12373,2021-10-09,Failed,None,Compliant
28790,43193,2022-08-24,Failed,None,Compliant
28791,46585,2023-12-26,Passed,None,Compliant
28792,13683,2022-07-05,Passed,None,Non-compliant
28793,12190,2022-09-14,Passed,None,Compliant
28794,17903,2024-05-30,Passed with minor issues,None,Compliant
28795,26908,2022-09-03,Passed,Feel her continue Congress why member.,Non-compliant
28796,17729,2024-02-26,Passed,Support large say spring information family like.,Non-compliant
28797,48777,2024-08-03,Failed,None,Non-compliant
28798,4171,2022-05-09,Passed with minor issues,Oil chair on likely.,Non-compliant
28799,24068,2023-06-21,Passed with minor issues,There where end election.,Compliant
28800,19167,2024-08-01,Failed,If them give individual success sing likely.,Compliant
28801,40926,2022-07-06,Passed with minor issues,Food us moment.,Non-compliant
28802,5253,2022-09-21,Passed,Focus social method rich.,Compliant
28803,18620,2023-10-12,Passed with minor issues,Network newspaper month level school child me.,Compliant
28804,34633,2022-09-05,Passed with minor issues,Medical size one everybody gun two.,Non-compliant
28805,36032,2022-03-20,Passed,Spring white moment.,Compliant
28806,22743,2024-06-07,Passed with minor issues,None,Non-compliant
28807,10196,2023-07-01,Failed,Best thus reach soon film education.,Compliant
28808,8465,2022-12-06,Failed,None,Compliant
28809,46583,2022-06-03,Passed,None,Non-compliant
28810,36555,2024-06-30,Failed,None,Compliant
28811,24882,2024-09-11,Passed,None,Compliant
28812,37933,2022-02-02,Passed,Recognize speak green manage.,Non-compliant
28813,38846,2021-12-09,Passed,Thank boy mouth too course investment we.,Compliant
28814,5892,2022-07-14,Failed,News customer environment short parent ten buy than.,Compliant
28815,39473,2023-09-14,Failed,None,Compliant
28816,14549,2023-12-31,Passed,None,Compliant
28817,26430,2023-10-11,Failed,And join head power for far.,Non-compliant
28818,47268,2022-04-19,Passed,None,Compliant
28819,3486,2022-04-25,Failed,None,Non-compliant
28820,30141,2022-05-03,Passed,None,Non-compliant
28821,5414,2023-06-24,Passed with minor issues,None,Compliant
28822,34987,2024-08-21,Failed,Wife use role suggest show yourself memory.,Non-compliant
28823,23504,2022-05-26,Failed,Seat wrong live heart lead tonight.,Compliant
28824,15344,2024-05-15,Passed,Amount spend very environmental word.,Non-compliant
28825,20363,2022-05-21,Passed with minor issues,None,Compliant
28826,49894,2024-04-23,Passed,Morning contain door kind.,Compliant
28827,49184,2022-07-19,Passed with minor issues,None,Compliant
28828,25356,2022-12-27,Passed with minor issues,Hope risk spend project race sea general.,Compliant
28829,18460,2024-07-15,Passed with minor issues,None,Non-compliant
28830,41982,2021-09-26,Failed,Effect eight it modern.,Non-compliant
28831,26398,2022-03-23,Failed,Local might probably trouble thank foot whole road.,Compliant
28832,15818,2022-09-27,Passed with minor issues,Product hold prove main home listen.,Compliant
28833,38627,2023-09-18,Passed with minor issues,None,Compliant
28834,4245,2023-12-26,Failed,Safe rate sense recent write million.,Compliant
28835,5210,2023-11-19,Passed,None,Compliant
28836,45029,2024-03-27,Passed with minor issues,None,Non-compliant
28837,19831,2021-12-20,Failed,None,Compliant
28838,32659,2023-11-03,Passed with minor issues,Image pattern rise man during ahead.,Non-compliant
28839,10960,2023-09-12,Passed with minor issues,Few back war fast sit.,Compliant
28840,47515,2021-10-08,Failed,This get power.,Compliant
28841,12071,2022-05-27,Passed with minor issues,Cup third themselves prevent.,Non-compliant
28842,859,2022-07-23,Failed,None,Non-compliant
28843,9412,2022-04-12,Passed,Amount later Republican bad window compare these message.,Non-compliant
28844,37530,2022-11-05,Passed with minor issues,Not majority property.,Compliant
28845,40383,2023-06-28,Passed with minor issues,Score specific detail large contain learn middle though.,Non-compliant
28846,46,2022-04-16,Passed with minor issues,Cause if in indeed north marriage.,Non-compliant
28847,10882,2023-08-21,Passed,Bill bill admit.,Compliant
28848,38568,2023-12-04,Passed with minor issues,Eat play machine example into expect.,Non-compliant
28849,11882,2022-12-19,Passed,Campaign place exactly final hair we.,Non-compliant
28850,45756,2022-02-01,Failed,Outside stock yourself professional.,Non-compliant
28851,10652,2024-04-07,Failed,Inside support always cause game.,Non-compliant
28852,28555,2022-07-16,Passed,None,Compliant
28853,346,2024-07-18,Failed,Life protect person attention decade born.,Non-compliant
28854,29858,2022-12-05,Failed,None,Compliant
28855,25119,2023-08-12,Passed with minor issues,None,Compliant
28856,48688,2024-06-23,Failed,None,Compliant
28857,44070,2022-03-21,Passed with minor issues,None,Non-compliant
28858,1836,2022-12-15,Passed with minor issues,Old stand minute not move.,Compliant
28859,43596,2023-08-11,Passed with minor issues,None,Non-compliant
28860,36967,2024-05-20,Failed,Because radio response identify.,Non-compliant
28861,5681,2021-10-21,Failed,None,Compliant
28862,43900,2023-02-27,Passed with minor issues,None,Non-compliant
28863,29940,2023-09-24,Passed with minor issues,Learn section including central there.,Compliant
28864,14975,2023-12-01,Passed with minor issues,Teach avoid direction to.,Non-compliant
28865,40175,2023-03-23,Passed with minor issues,Take increase value growth.,Compliant
28866,3946,2023-08-10,Passed with minor issues,None,Compliant
28867,21832,2023-08-08,Passed,None,Non-compliant
28868,13279,2024-08-02,Passed,None,Non-compliant
28869,32252,2024-09-10,Failed,None,Compliant
28870,13595,2023-09-14,Passed,None,Compliant
28871,2272,2023-06-25,Passed with minor issues,None,Non-compliant
28872,34071,2023-02-11,Failed,Pay like loss.,Compliant
28873,19189,2024-01-05,Passed,None,Non-compliant
28874,43309,2022-11-11,Passed,None,Non-compliant
28875,1993,2024-01-07,Failed,None,Compliant
28876,46000,2023-10-25,Failed,Kitchen speech more.,Non-compliant
28877,20483,2024-02-02,Passed with minor issues,None,Compliant
28878,9412,2023-12-07,Passed,None,Non-compliant
28879,28373,2022-07-18,Passed,Describe cultural until score.,Non-compliant
28880,34270,2022-01-13,Failed,None,Non-compliant
28881,18953,2022-01-26,Failed,Now middle fall American land training write.,Non-compliant
